time,P,G(i),H_sun,T2m,WS10m,Int
20190115:1730,0.0,0.0,0.0,0.0,0.0,0.0
20190115:1830,0.13,5.85,13.03,0.0,0.0,0.0
20190115:1930,76.94,102.83,26.91,0.0,0.0,0.0
20190115:2030,142.21,174.59,40.89,0.0,0.0,0.0
20190115:2130,275.41,322.11,54.85,0.0,0.0,0.0
20190115:2230,408.61,477.34,68.52,0.0,0.0,0.0
20190115:2330,505.39,595.78,80.31,0.0,0.0,0.0
20190116:0030,571.11,680.03,78.53,0.0,0.0,0.0
20190116:0130,485.83,573.22,65.9,0.0,0.0,0.0
20190116:0230,394.56,462.69,52.1,0.0,0.0,0.0
20190116:0330,247.97,292.72,38.1,0.0,0.0,0.0
20190116:0430,195.48,235.89,24.12,0.0,0.0,0.0
20190116:0530,128.69,165.8,10.25,0.0,0.0,0.0
20190116:0630,0.0,0.0,-3.39,0.0,0.0,0.0
20190116:0730,0.0,0.0,-16.66,0.0,0.0,0.0
20190116:0830,0.0,0.0,0.0,0.0,0.0,0.0
20190116:0930,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1030,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1130,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1230,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1330,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1430,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1530,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1630,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1730,0.0,0.0,0.0,0.0,0.0,0.0
20190116:1830,0.51,6.9,12.92,0.0,0.0,0.0
20190116:1930,77.01,103.01,26.82,0.0,0.0,0.0
20190116:2030,267.65,310.33,40.81,0.0,0.0,0.0
20190116:2130,414.48,480.03,54.79,0.0,0.0,0.0
20190116:2230,510.49,597.95,68.5,0.0,0.0,0.0
20190116:2330,585.82,697.47,80.41,0.0,0.0,0.0
20190117:0030,589.06,702.55,78.71,0.0,0.0,0.0
20190117:0130,583.84,693.45,66.03,0.0,0.0,0.0
20190117:0230,587.24,697.55,52.19,0.0,0.0,0.0
20190117:0330,551.45,655.25,38.18,0.0,0.0,0.0
20190117:0430,313.24,374.35,24.18,0.0,0.0,0.0
20190117:0530,159.55,211.97,10.3,0.0,0.0,0.0
20190117:0630,0.0,0.0,-3.37,0.0,0.0,0.0
20190117:0730,0.0,0.0,-16.66,0.0,0.0,0.0
20190117:0830,0.0,0.0,0.0,0.0,0.0,0.0
20190117:0930,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1030,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1130,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1230,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1330,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1430,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1530,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1630,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1730,0.0,0.0,0.0,0.0,0.0,0.0
20190117:1830,1.21,9.08,12.81,0.0,0.0,0.0
20190117:1930,126.66,159.18,26.72,0.0,0.0,0.0
20190117:2030,321.33,370.84,40.73,0.0,0.0,0.0
20190117:2130,479.05,554.22,54.73,0.0,0.0,0.0
20190117:2230,606.2,717.37,68.48,0.0,0.0,0.0
20190117:2330,698.5,843.73,80.51,0.0,0.0,0.0
20190118:0030,649.74,779.27,78.9,0.0,0.0,0.0
20190118:0130,618.11,738.34,66.15,0.0,0.0,0.0
20190118:0230,655.25,788.99,52.29,0.0,0.0,0.0
20190118:0330,497.98,587.75,38.25,0.0,0.0,0.0
20190118:0430,401.89,484.23,24.24,0.0,0.0,0.0
